item_pedido_id,pedido_id,numero_item,produto_id,quantidade,preco_unitario,valor_bruto_item
297,99,3,13,2,47.81,95.62
298,100,1,94,3,158.78,476.34
299,100,2,111,4,182.07,728.28
300,100,3,16,5,51.92,259.60
301,101,1,97,6,162.89,977.34
302,101,2,2,7,32.74,229.18
303,101,3,19,8,56.03,448.24
304,102,1,100,1,167.00,167.00
305,102,2,5,2,36.85,73.70
306,102,3,22,3,60.14,180.42
307,103,1,103,4,171.11,684.44
308,103,2,8,5,40.96,204.80
309,103,3,25,6,64.25,385.50
310,104,1,106,7,175.22,1226.54
311,104,2,11,8,45.07,360.56
312,104,3,28,1,68.36,68.36
313,105,1,109,2,179.33,358.66
314,105,2,14,3,49.18,147.54
315,105,3,31,4,72.47,289.88
316,106,1,112,5,183.44,917.20
317,106,2,17,6,53.29,319.74
318,106,3,34,7,76.58,536.06
319,107,1,3,8,34.11,272.88
320,107,2,20,1,57.40,57.40
321,107,3,37,2,80.69,161.38
322,108,1,6,3,38.22,114.66
323,108,2,23,4,61.51,246.04
324,108,3,40,5,84.80,424.00
325,109,1,9,6,42.33,253.98
326,109,2,26,7,65.62,459.34
327,109,3,43,8,88.91,711.28
328,110,1,12,1,46.44,46.44
329,110,2,29,2,69.73,139.46
330,110,3,46,3,93.02,279.06
331,111,1,15,4,50.55,202.20
332,111,2,32,5,73.84,369.20
333,111,3,49,6,97.13,582.78
334,112,1,18,7,54.66,382.62
335,112,2,35,8,77.95,623.60
336,112,3,52,1,101.24,101.24
337,113,1,21,2,58.77,117.54
338,113,2,38,3,82.06,246.18
339,113,3,55,4,105.35,421.40
340,114,1,24,5,62.88,314.40
341,114,2,41,6,86.17,517.02
342,114,3,58,7,109.46,766.22
343,115,1,27,8,66.99,535.92
344,115,2,44,1,90.28,90.28
345,115,3,61,2,113.57,227.14
346,116,1,30,3,71.10,213.30
347,116,2,47,4,94.39,377.56
348,116,3,64,5,117.68,588.40
349,117,1,33,6,75.21,451.26
350,117,2,50,7,98.50,689.50
351,117,3,67,8,121.79,974.32
352,118,1,36,1,79.32,79.32
353,118,2,53,2,102.61,205.22
354,118,3,70,3,125.90,377.70
355,119,1,39,4,83.43,333.72
356,119,2,56,5,106.72,533.60
357,119,3,73,6,130.01,780.06
358,120,1,42,7,87.54,612.78
359,120,2,59,8,110.83,886.64
360,120,3,76,1,134.12,134.12
361,121,1,45,2,91.65,183.30
362,121,2,62,3,114.94,344.82
363,121,3,79,4,138.23,552.92
364,122,1,48,5,95.76,478.80
365,122,2,65,6,119.05,714.30
366,122,3,82,7,142.34,996.38
367,123,1,51,8,99.87,798.96
368,123,2,68,1,123.16,123.16
369,123,3,85,2,146.45,292.90
370,124,1,54,3,103.98,311.94
371,124,2,71,4,127.27,509.08
372,124,3,88,5,150.56,752.80
373,125,1,57,6,108.09,648.54
374,125,2,74,7,131.38,919.66
375,125,3,91,8,154.67,1237.36
376,126,1,60,1,112.20,112.20
377,126,2,77,2,135.49,270.98
378,126,3,94,3,158.78,476.34
379,127,1,63,4,116.31,465.24
380,127,2,80,5,139.60,698.00
381,127,3,97,6,162.89,977.34
382,128,1,66,7,120.42,842.94
383,128,2,83,8,143.71,1149.68
384,128,3,100,1,167.00,167.00
385,129,1,69,2,124.53,249.06
386,129,2,86,3,147.82,443.46
387,129,3,103,4,171.11,684.44
388,130,1,72,5,128.64,643.20
389,130,2,89,6,151.93,911.58
390,130,3,106,7,175.22,1226.54
391,131,1,75,8,132.75,1062.00
392,131,2,92,1,156.04,156.04
393,131,3,109,2,179.33,358.66
394,132,1,78,3,136.86,410.58
395,132,2,95,4,160.15,640.60
396,132,3,112,5,183.44,917.20
397,133,1,81,6,140.97,845.82
398,133,2,98,7,164.26,1149.82
399,133,3,3,8,34.11,272.88
400,134,1,84,1,145.08,145.08
401,134,2,101,2,168.37,336.74
402,134,3,6,3,38.22,114.66
403,135,1,87,4,149.19,596.76
404,135,2,104,5,172.48,862.40
405,135,3,9,6,42.33,253.98
406,136,1,90,7,153.30,1073.10
407,136,2,107,8,176.59,1412.72
408,136,3,12,1,46.44,46.44
409,137,1,93,2,157.41,314.82
410,137,2,110,3,180.70,542.10
411,137,3,15,4,50.55,202.20
412,138,1,96,5,161.52,807.60
413,138,2,1,6,31.37,188.22
414,138,3,18,7,54.66,382.62
415,139,1,99,8,165.63,1325.04
416,139,2,4,1,35.48,35.48
417,139,3,21,2,58.77,117.54
418,140,1,102,3,169.74,509.22
419,140,2,7,4,39.59,158.36
420,140,3,24,5,62.88,314.40
421,141,1,105,6,173.85,1043.10
422,141,2,10,7,43.70,305.90
423,141,3,27,8,66.99,535.92
424,142,1,108,1,177.96,177.96
425,142,2,13,2,47.81,95.62
426,142,3,30,3,71.10,213.30
427,143,1,111,4,182.07,728.28
428,143,2,16,5,51.92,259.60
429,143,3,33,6,75.21,451.26
430,144,1,2,7,32.74,229.18
431,144,2,19,8,56.03,448.24
432,144,3,36,1,79.32,79.32
433,145,1,5,2,36.85,73.70
434,145,2,22,3,60.14,180.42
435,145,3,39,4,83.43,333.72
436,146,1,8,5,40.96,204.80
437,146,2,25,6,64.25,385.50
438,146,3,42,7,87.54,612.78
439,147,1,11,8,45.07,360.56
440,147,2,28,1,68.36,68.36
441,147,3,45,2,91.65,183.30
442,148,1,14,3,49.18,147.54
443,148,2,31,4,72.47,289.88
444,148,3,48,5,95.76,478.80
445,149,1,17,6,53.29,319.74
446,149,2,34,7,76.58,536.06
447,149,3,51,8,99.87,798.96
448,150,1,20,1,57.40,57.40
449,150,2,37,2,80.69,161.38
450,150,3,54,3,103.98,311.94
451,151,1,23,4,61.51,246.04
452,151,2,40,5,84.80,424.00
453,151,3,57,6,108.09,648.54
454,152,1,26,7,65.62,459.34
455,152,2,43,8,88.91,711.28
456,152,3,60,1,112.20,112.20
457,153,1,29,2,69.73,139.46
458,153,2,46,3,93.02,279.06
459,153,3,63,4,116.31,465.24
460,154,1,32,5,73.84,369.20
461,154,2,49,6,97.13,582.78
462,154,3,66,7,120.42,842.94
463,155,1,35,8,77.95,623.60
464,155,2,52,1,101.24,101.24
465,155,3,69,2,124.53,249.06
466,156,1,38,3,82.06,246.18
467,156,2,55,4,105.35,421.40
468,156,3,72,5,128.64,643.20
469,157,1,41,6,86.17,517.02
470,157,2,58,7,109.46,766.22
471,157,3,75,8,132.75,1062.00
472,158,1,44,1,90.28,90.28
473,158,2,61,2,113.57,227.14
474,158,3,78,3,136.86,410.58
475,159,1,47,4,94.39,377.56
476,159,2,64,5,117.68,588.40
477,159,3,81,6,140.97,845.82
478,160,1,50,7,98.50,689.50
479,160,2,67,8,121.79,974.32
480,160,3,84,1,145.08,145.08
481,161,1,53,2,102.61,205.22
482,161,2,70,3,125.90,377.70
483,161,3,87,4,149.19,596.76
484,162,1,56,5,106.72,533.60
485,162,2,73,6,130.01,780.06
486,162,3,90,7,153.30,1073.10
487,163,1,59,8,110.83,886.64
488,163,2,76,1,134.12,134.12
489,163,3,93,2,157.41,314.82
490,164,1,62,3,114.94,344.82
491,164,2,79,4,138.23,552.92
492,164,3,96,5,161.52,807.60
493,165,1,65,6,119.05,714.30
494,165,2,82,7,142.34,996.38
495,165,3,99,8,165.63,1325.04
496,166,1,68,1,123.16,123.16
497,166,2,85,2,146.45,292.90
498,166,3,102,3,169.74,509.22
499,167,1,71,4,127.27,509.08
500,167,2,88,5,150.56,752.80
501,167,3,105,6,173.85,1043.10
502,168,1,74,7,131.38,919.66
503,168,2,91,8,154.67,1237.36
504,168,3,108,1,177.96,177.96
505,169,1,77,2,135.49,270.98
506,169,2,94,3,158.78,476.34
507,169,3,111,4,182.07,728.28
508,170,1,80,5,139.60,698.00
509,170,2,97,6,162.89,977.34
510,170,3,2,7,32.74,229.18
511,171,1,83,8,143.71,1149.68
512,171,2,100,1,167.00,167.00
513,171,3,5,2,36.85,73.70
514,172,1,86,3,147.82,443.46
515,172,2,103,4,171.11,684.44
516,172,3,8,5,40.96,204.80
517,173,1,89,6,151.93,911.58
518,173,2,106,7,175.22,1226.54
519,173,3,11,8,45.07,360.56
520,174,1,92,1,156.04,156.04
521,174,2,109,2,179.33,358.66
522,174,3,14,3,49.18,147.54
523,175,1,95,4,160.15,640.60
524,175,2,112,5,183.44,917.20
525,175,3,17,6,53.29,319.74
526,176,1,98,7,164.26,1149.82
527,176,2,3,8,34.11,272.88
528,176,3,20,1,57.40,57.40
529,177,1,101,2,168.37,336.74
530,177,2,6,3,38.22,114.66
531,177,3,23,4,61.51,246.04
532,178,1,104,5,172.48,862.40
533,178,2,9,6,42.33,253.98
534,178,3,26,7,65.62,459.34
535,179,1,107,8,176.59,1412.72
536,179,2,12,1,46.44,46.44
537,179,3,29,2,69.73,139.46
538,180,1,110,3,180.70,542.10
539,180,2,15,4,50.55,202.20
540,180,3,32,5,73.84,369.20
541,181,1,1,6,31.37,188.22
542,181,2,18,7,54.66,382.62
543,181,3,35,8,77.95,623.60
544,182,1,4,1,35.48,35.48
545,182,2,21,2,58.77,117.54
546,182,3,38,3,82.06,246.18
547,183,1,7,4,39.59,158.36
548,183,2,24,5,62.88,314.40
549,183,3,41,6,86.17,517.02
550,184,1,10,7,43.70,305.90
551,184,2,27,8,66.99,535.92
552,184,3,44,1,90.28,90.28
553,185,1,13,2,47.81,95.62
554,185,2,30,3,71.10,213.30
555,185,3,47,4,94.39,377.56
556,186,1,16,5,51.92,259.60
557,186,2,33,6,75.21,451.26
558,186,3,50,7,98.50,689.50
559,187,1,19,8,56.03,448.24
560,187,2,36,1,79.32,79.32
561,187,3,53,2,102.61,205.22
562,188,1,22,3,60.14,180.42
563,188,2,39,4,83.43,333.72
564,188,3,56,5,106.72,533.60
565,189,1,25,6,64.25,385.50
566,189,2,42,7,87.54,612.78
567,189,3,59,8,110.83,886.64
568,190,1,28,1,68.36,68.36
569,190,2,45,2,91.65,183.30
570,190,3,62,3,114.94,344.82
571,191,1,31,4,72.47,289.88
572,191,2,48,5,95.76,478.80
573,191,3,65,6,119.05,714.30
574,192,1,34,7,76.58,536.06
575,192,2,51,8,99.87,798.96
576,192,3,68,1,123.16,123.16
577,193,1,37,2,80.69,161.38
578,193,2,54,3,103.98,311.94
579,193,3,71,4,127.27,509.08
580,194,1,40,5,84.80,424.00
581,194,2,57,6,108.09,648.54
582,194,3,74,7,131.38,919.66
583,195,1,43,8,88.91,711.28
584,195,2,60,1,112.20,112.20
585,195,3,77,2,135.49,270.98
586,196,1,46,3,93.02,279.06
587,196,2,63,4,116.31,465.24
588,196,3,80,5,139.60,698.00
589,197,1,49,6,97.13,582.78
590,197,2,66,7,120.42,842.94
591,197,3,83,8,143.71,1149.68
592,198,1,52,1,101.24,101.24
593,198,2,69,2,124.53,249.06
594,198,3,86,3,147.82,443.46
595,199,1,55,4,105.35,421.40
596,199,2,72,5,128.64,643.20
597,199,3,89,6,151.93,911.58
598,200,1,58,7,109.46,766.22
599,200,2,75,8,132.75,1062.00
600,200,3,92,1,156.04,156.04
601,201,1,61,2,113.57,227.14
602,201,2,78,3,136.86,410.58
603,201,3,95,4,160.15,640.60
604,202,1,64,5,117.68,588.40
605,202,2,81,6,140.97,845.82
606,202,3,98,7,164.26,1149.82
607,203,1,67,8,121.79,974.32
608,203,2,84,1,145.08,145.08
609,203,3,101,2,168.37,336.74
610,204,1,70,3,125.90,377.70
611,204,2,87,4,149.19,596.76
612,204,3,104,5,172.48,862.40
613,205,1,73,6,130.01,780.06
614,205,2,90,7,153.30,1073.10
615,205,3,107,8,176.59,1412.72
616,206,1,76,1,134.12,134.12
617,206,2,93,2,157.41,314.82
618,206,3,110,3,180.70,542.10
619,207,1,79,4,138.23,552.92
620,207,2,96,5,161.52,807.60
621,207,3,1,6,31.37,188.22
622,208,1,82,7,142.34,996.38
623,208,2,99,8,165.63,1325.04
624,208,3,4,1,35.48,35.48
625,209,1,85,2,146.45,292.90
626,209,2,102,3,169.74,509.22
627,209,3,7,4,39.59,158.36
628,210,1,88,5,150.56,752.80
629,210,2,105,6,173.85,1043.10
630,210,3,10,7,43.70,305.90
631,211,1,91,8,154.67,1237.36
632,211,2,108,1,177.96,177.96
633,211,3,13,2,47.81,95.62
634,212,1,94,3,158.78,476.34
635,212,2,111,4,182.07,728.28
636,212,3,16,5,51.92,259.60
637,213,1,97,6,162.89,977.34
638,213,2,2,7,32.74,229.18
639,213,3,19,8,56.03,448.24
640,214,1,100,1,167.00,167.00
641,214,2,5,2,36.85,73.70
642,214,3,22,3,60.14,180.42
643,215,1,103,4,171.11,684.44
644,215,2,8,5,40.96,204.80
645,215,3,25,6,64.25,385.50
646,216,1,106,7,175.22,1226.54
647,216,2,11,8,45.07,360.56
648,216,3,28,1,68.36,68.36
649,217,1,109,2,179.33,358.66
650,217,2,14,3,49.18,147.54
651,217,3,31,4,72.47,289.88
652,218,1,112,5,183.44,917.20
653,218,2,17,6,53.29,319.74
654,218,3,34,7,76.58,536.06
655,219,1,3,8,34.11,272.88
656,219,2,20,1,57.40,57.40
657,219,3,37,2,80.69,161.38
658,220,1,6,3,38.22,114.66
659,220,2,23,4,61.51,246.04
660,220,3,40,5,84.80,424.00
661,221,1,9,6,42.33,253.98
662,221,2,26,7,65.62,459.34
663,221,3,43,8,88.91,711.28
664,222,1,12,1,46.44,46.44
665,222,2,29,2,69.73,139.46
666,222,3,46,3,93.02,279.06
667,223,1,15,4,50.55,202.20
668,223,2,32,5,73.84,369.20
669,223,3,49,6,97.13,582.78
670,224,1,18,7,54.66,382.62
671,224,2,35,8,77.95,623.60
672,224,3,52,1,101.24,101.24
673,225,1,21,2,58.77,117.54
674,225,2,38,3,82.06,246.18
675,225,3,55,4,105.35,421.40
676,226,1,24,5,62.88,314.40
677,226,2,41,6,86.17,517.02
678,226,3,58,7,109.46,766.22
679,227,1,27,8,66.99,535.92
680,227,2,44,1,90.28,90.28
681,227,3,61,2,113.57,227.14
682,228,1,30,3,71.10,213.30
683,228,2,47,4,94.39,377.56
684,228,3,64,5,117.68,588.40
685,229,1,33,6,75.21,451.26
686,229,2,50,7,98.50,689.50
687,229,3,67,8,121.79,974.32
688,230,1,36,1,79.32,79.32
689,230,2,53,2,102.61,205.22
690,230,3,70,3,125.90,377.70
691,231,1,39,4,83.43,333.72
692,231,2,56,5,106.72,533.60
693,231,3,73,6,130.01,780.06
694,232,1,42,7,87.54,612.78
695,232,2,59,8,110.83,886.64
696,232,3,76,1,134.12,134.12
697,233,1,45,2,91.65,183.30
698,233,2,62,3,114.94,344.82
699,233,3,79,4,138.23,552.92
700,234,1,48,5,95.76,478.80
701,234,2,65,6,119.05,714.30
702,234,3,82,7,142.34,996.38
703,235,1,51,8,99.87,798.96
704,235,2,68,1,123.16,123.16
705,235,3,85,2,146.45,292.90
706,236,1,54,3,103.98,311.94
707,236,2,71,4,127.27,509.08
708,236,3,88,5,150.56,752.80
709,237,1,57,6,108.09,648.54
710,237,2,74,7,131.38,919.66
711,237,3,91,8,154.67,1237.36
712,238,1,60,1,112.20,112.20
713,238,2,77,2,135.49,270.98
714,238,3,94,3,158.78,476.34
715,239,1,63,4,116.31,465.24
716,239,2,80,5,139.60,698.00
717,239,3,97,6,162.89,977.34
718,240,1,66,7,120.42,842.94
719,240,2,83,8,143.71,1149.68
720,240,3,100,1,167.00,167.00
721,241,1,69,2,124.53,249.06
722,241,2,86,3,147.82,443.46
723,241,3,103,4,171.11,684.44
724,242,1,72,5,128.64,643.20
725,242,2,89,6,151.93,911.58
726,242,3,106,7,175.22,1226.54
727,243,1,75,8,132.75,1062.00
728,243,2,92,1,156.04,156.04
729,243,3,109,2,179.33,358.66
730,244,1,78,3,136.86,410.58
731,244,2,95,4,160.15,640.60
732,244,3,112,5,183.44,917.20
733,245,1,81,6,140.97,845.82
734,245,2,98,7,164.26,1149.82
735,245,3,3,8,34.11,272.88
736,246,1,84,1,145.08,145.08
737,246,2,101,2,168.37,336.74
738,246,3,6,3,38.22,114.66
739,247,1,87,4,149.19,596.76
740,247,2,104,5,172.48,862.40
741,247,3,9,6,42.33,253.98
742,248,1,90,7,153.30,1073.10
743,248,2,107,8,176.59,1412.72
744,248,3,12,1,46.44,46.44
745,249,1,93,2,157.41,314.82
746,249,2,110,3,180.70,542.10
747,249,3,15,4,50.55,202.20
748,250,1,96,5,161.52,807.60
749,250,2,1,6,31.37,188.22
750,250,3,18,7,54.66,382.62
751,251,1,99,8,165.63,1325.04
752,251,2,4,1,35.48,35.48
753,251,3,21,2,58.77,117.54
754,252,1,102,3,169.74,509.22
755,252,2,7,4,39.59,158.36
756,252,3,24,5,62.88,314.40
757,253,1,105,6,173.85,1043.10
758,253,2,10,7,43.70,305.90
759,253,3,27,8,66.99,535.92
760,254,1,108,1,177.96,177.96
761,254,2,13,2,47.81,95.62
762,254,3,30,3,71.10,213.30
763,255,1,111,4,182.07,728.28
764,255,2,16,5,51.92,259.60
765,255,3,33,6,75.21,451.26
766,256,1,2,7,32.74,229.18
767,256,2,19,8,56.03,448.24
768,256,3,36,1,79.32,79.32
769,257,1,5,2,36.85,73.70
