pedido_id,sequencia,data_pagamento,meio_pagamento,tipo_evento,status,valor,parcelas,pagamento_origem_id,devolucao_id
92,1,2023-05-03T15:00:00+00,PIX,COBRANCA,RECUSADO,1626.45,1,,
93,1,2023-06-20T15:00:00+00,PIX,COBRANCA,RECUSADO,2581.14,1,,
94,1,2023-07-09T15:00:00+00,PIX,COBRANCA,RECUSADO,871.56,1,,
95,1,2023-08-26T15:00:00+00,PIX,COBRANCA,RECUSADO,1226.92,1,,
96,1,2023-09-15T15:00:00+00,PIX,COBRANCA,RECUSADO,2051.48,1,,
97,1,2023-10-04T15:00:00+00,PIX,COBRANCA,RECUSADO,846.02,1,,
98,1,2023-11-21T15:00:00+00,PIX,COBRANCA,RECUSADO,1703.84,1,,
99,1,2023-11-10T15:00:00+00,PIX,COBRANCA,RECUSADO,1416.97,1,,
100,1,2023-12-27T15:00:00+00,PIX,COBRANCA,RECUSADO,1186.93,1,,
101,1,2023-01-16T15:00:00+00,PIX,COBRANCA,RECUSADO,1654.76,1,,
102,1,2023-02-05T15:00:00+00,PIX,COBRANCA,RECUSADO,421.12,1,,
103,1,2023-03-22T15:00:00+00,PIX,COBRANCA,RECUSADO,1274.74,1,,
104,1,2023-04-11T15:00:00+00,PIX,COBRANCA,RECUSADO,1655.46,1,,
105,1,2023-05-28T15:00:00+00,PIX,COBRANCA,RECUSADO,796.08,1,,
106,1,2023-06-17T15:00:00+00,PIX,COBRANCA,RECUSADO,1773.00,1,,
107,1,2023-07-06T15:00:00+00,PIX,COBRANCA,RECUSADO,491.66,1,,
108,1,2023-08-23T15:00:00+00,PIX,COBRANCA,RECUSADO,784.70,1,,
109,1,2023-09-12T15:00:00+00,PIX,COBRANCA,RECUSADO,1424.60,1,,
110,1,2023-10-29T15:00:00+00,PIX,COBRANCA,RECUSADO,464.96,1,,
111,1,2023-11-18T15:00:00+00,PIX,COBRANCA,RECUSADO,1154.18,1,,
112,1,2023-11-07T15:00:00+00,PIX,COBRANCA,RECUSADO,1107.46,1,,
113,1,2023-12-24T15:00:00+00,PIX,COBRANCA,RECUSADO,785.12,1,,
114,1,2023-01-13T15:00:00+00,PIX,COBRANCA,RECUSADO,1597.64,1,,
115,1,2023-02-02T15:00:00+00,PIX,COBRANCA,RECUSADO,853.34,1,,
116,1,2023-03-19T15:00:00+00,PIX,COBRANCA,RECUSADO,1179.26,1,,
117,1,2023-04-08T15:00:00+00,PIX,COBRANCA,RECUSADO,2115.08,1,,
118,1,2023-05-25T15:00:00+00,PIX,COBRANCA,RECUSADO,662.24,1,,
119,1,2023-06-14T15:00:00+00,PIX,COBRANCA,RECUSADO,1647.38,1,,
120,1,2023-07-03T15:00:00+00,PIX,COBRANCA,RECUSADO,1633.54,1,,
121,1,2023-08-20T15:00:00+00,PIX,COBRANCA,RECUSADO,918.76,1,,
122,1,2023-09-09T15:00:00+00,PIX,COBRANCA,RECUSADO,1934.47,1,,
123,1,2023-10-26T15:00:00+00,PIX,COBRANCA,RECUSADO,997.33,1,,
124,1,2023-11-15T15:00:00+00,PIX,COBRANCA,RECUSADO,1394.47,1,,
125,1,2023-11-04T15:00:00+00,PIX,COBRANCA,RECUSADO,2384.18,1,,
126,1,2023-12-21T15:00:00+00,PIX,COBRANCA,RECUSADO,712.41,1,,
127,1,2023-01-10T15:00:00+00,PIX,COBRANCA,RECUSADO,1891.72,1,,
128,1,2023-02-27T15:00:00+00,PIX,COBRANCA,RECUSADO,1761.53,1,,
129,1,2023-03-16T15:00:00+00,PIX,COBRANCA,RECUSADO,1217.54,1,,
130,1,2023-04-05T15:00:00+00,PIX,COBRANCA,RECUSADO,2363.52,1,,
131,1,2023-05-22T15:00:00+00,PIX,COBRANCA,RECUSADO,1375.42,1,,
132,1,2023-06-11T15:00:00+00,PIX,COBRANCA,RECUSADO,1742.05,1,,
133,1,2023-07-28T15:00:00+00,PIX,COBRANCA,RECUSADO,1843.57,1,,
134,1,2023-08-17T15:00:00+00,PIX,COBRANCA,RECUSADO,596.48,1,,
135,1,2023-09-06T15:00:00+00,PIX,COBRANCA,RECUSADO,1713.14,1,,
136,1,2023-10-23T15:00:00+00,PIX,COBRANCA,RECUSADO,2532.26,1,,
137,1,2023-11-12T15:00:00+00,PIX,COBRANCA,RECUSADO,1059.12,1,,
138,1,2023-11-29T15:00:00+00,PIX,COBRANCA,RECUSADO,1378.44,1,,
139,1,2023-12-18T15:00:00+00,PIX,COBRANCA,RECUSADO,1478.06,1,,
140,1,2023-01-07T15:00:00+00,PIX,COBRANCA,RECUSADO,981.98,1,,
141,1,2023-02-24T15:00:00+00,PIX,COBRANCA,RECUSADO,1884.92,1,,
142,1,2023-03-13T15:00:00+00,PIX,COBRANCA,RECUSADO,486.88,1,,
143,1,2023-04-02T15:00:00+00,PIX,COBRANCA,RECUSADO,1439.14,1,,
144,1,2023-05-19T15:00:00+00,PIX,COBRANCA,RECUSADO,756.74,1,,
145,1,2023-06-08T15:00:00+00,PIX,COBRANCA,RECUSADO,587.84,1,,
146,1,2023-07-25T15:00:00+00,PIX,COBRANCA,RECUSADO,1203.08,1,,
147,1,2023-08-14T15:00:00+00,PIX,COBRANCA,RECUSADO,612.22,1,,
148,1,2023-09-03T15:00:00+00,PIX,COBRANCA,RECUSADO,916.22,1,,
149,1,2023-10-20T15:00:00+00,PIX,COBRANCA,RECUSADO,1654.76,1,,
150,1,2023-11-09T15:00:00+00,PIX,COBRANCA,RECUSADO,530.72,1,,
151,1,2023-11-26T15:00:00+00,PIX,COBRANCA,RECUSADO,1318.58,1,,
152,1,2023-12-15T15:00:00+00,PIX,COBRANCA,RECUSADO,1282.82,1,,
153,1,2023-01-04T15:00:00+00,PIX,COBRANCA,RECUSADO,883.76,1,,
154,1,2023-02-21T15:00:00+00,PIX,COBRANCA,RECUSADO,1668.50,1,,
155,1,2023-03-10T15:00:00+00,PIX,COBRANCA,RECUSADO,811.43,1,,
156,1,2023-04-27T15:00:00+00,PIX,COBRANCA,RECUSADO,1094.38,1,,
157,1,2023-05-16T15:00:00+00,PIX,COBRANCA,RECUSADO,2071.55,1,,
158,1,2023-06-05T15:00:00+00,PIX,COBRANCA,RECUSADO,566.41,1,,
159,1,2023-07-22T15:00:00+00,PIX,COBRANCA,RECUSADO,1607.30,1,,
160,1,2023-08-11T15:00:00+00,PIX,COBRANCA,RECUSADO,1420.23,1,,
161,1,2023-09-28T15:00:00+00,PIX,COBRANCA,RECUSADO,983.20,1,,
162,1,2023-10-17T15:00:00+00,PIX,COBRANCA,RECUSADO,2107.05,1,,
163,1,2023-11-06T15:00:00+00,PIX,COBRANCA,RECUSADO,1097.10,1,,
164,1,2023-11-23T15:00:00+00,PIX,COBRANCA,RECUSADO,1511.74,1,,
165,1,2023-12-12T15:00:00+00,PIX,COBRANCA,RECUSADO,2577.56,1,,
166,1,2023-01-29T15:00:00+00,PIX,COBRANCA,RECUSADO,767.23,1,,
167,1,2023-02-18T15:00:00+00,PIX,COBRANCA,RECUSADO,2177.74,1,,
168,1,2023-03-07T15:00:00+00,PIX,COBRANCA,RECUSADO,2334.98,1,,
169,1,2023-04-24T15:00:00+00,PIX,COBRANCA,RECUSADO,1475.60,1,,
170,1,2023-05-13T15:00:00+00,PIX,COBRANCA,RECUSADO,1904.52,1,,
171,1,2023-06-02T15:00:00+00,PIX,COBRANCA,RECUSADO,1390.38,1,,
172,1,2023-07-19T15:00:00+00,PIX,COBRANCA,RECUSADO,1332.70,1,,
173,1,2023-08-08T15:00:00+00,PIX,COBRANCA,RECUSADO,2498.68,1,,
174,1,2023-09-25T15:00:00+00,PIX,COBRANCA,RECUSADO,662.24,1,,
175,1,2023-10-14T15:00:00+00,PIX,COBRANCA,RECUSADO,1877.54,1,,
176,1,2023-11-03T15:00:00+00,PIX,COBRANCA,RECUSADO,1480.10,1,,
177,1,2023-11-20T15:00:00+00,PIX,COBRANCA,RECUSADO,697.44,1,,
178,1,2023-12-09T15:00:00+00,PIX,COBRANCA,RECUSADO,1575.72,1,,
179,1,2023-01-26T15:00:00+00,PIX,COBRANCA,RECUSADO,1598.62,1,,
180,1,2023-02-15T15:00:00+00,PIX,COBRANCA,RECUSADO,1113.50,1,,
181,1,2023-03-04T15:00:00+00,PIX,COBRANCA,RECUSADO,1194.44,1,,
182,1,2023-04-21T15:00:00+00,PIX,COBRANCA,RECUSADO,399.20,1,,
183,1,2023-05-10T15:00:00+00,PIX,COBRANCA,RECUSADO,989.78,1,,
184,1,2023-06-27T15:00:00+00,PIX,COBRANCA,RECUSADO,932.10,1,,
185,1,2023-07-16T15:00:00+00,PIX,COBRANCA,RECUSADO,686.48,1,,
186,1,2023-08-05T15:00:00+00,PIX,COBRANCA,RECUSADO,1400.36,1,,
187,1,2023-09-22T15:00:00+00,PIX,COBRANCA,RECUSADO,732.78,1,,
188,1,2023-10-11T15:00:00+00,PIX,COBRANCA,RECUSADO,820.56,1,,
189,1,2023-11-28T15:00:00+00,PIX,COBRANCA,RECUSADO,1671.45,1,,
190,1,2023-11-17T15:00:00+00,PIX,COBRANCA,RECUSADO,519.77,1,,
191,1,2023-12-06T15:00:00+00,PIX,COBRANCA,RECUSADO,1239.36,1,,
192,1,2023-01-23T15:00:00+00,PIX,COBRANCA,RECUSADO,1271.97,1,,
193,1,2023-02-12T15:00:00+00,PIX,COBRANCA,RECUSADO,768.59,1,,
194,1,2023-03-29T15:00:00+00,PIX,COBRANCA,RECUSADO,1768.30,1,,
195,1,2023-04-18T15:00:00+00,PIX,COBRANCA,RECUSADO,910.63,1,,
196,1,2023-05-07T15:00:00+00,PIX,COBRANCA,RECUSADO,1205.04,1,,
197,1,2023-06-24T15:00:00+00,PIX,COBRANCA,RECUSADO,2272.62,1,,
198,1,2023-07-13T15:00:00+00,PIX,COBRANCA,RECUSADO,617.93,1,,
199,1,2023-08-02T15:00:00+00,PIX,COBRANCA,RECUSADO,1754.16,1,,
200,1,2023-09-19T15:00:00+00,PIX,COBRANCA,RECUSADO,1565.59,1,,
201,1,2023-10-08T15:00:00+00,PIX,COBRANCA,RECUSADO,1278.32,1,,
202,1,2023-11-25T15:00:00+00,PIX,COBRANCA,RECUSADO,2584.04,1,,
203,1,2023-11-14T15:00:00+00,PIX,COBRANCA,RECUSADO,1456.14,1,,
204,1,2023-12-03T15:00:00+00,PIX,COBRANCA,RECUSADO,1836.86,1,,
205,1,2023-01-20T15:00:00+00,PIX,COBRANCA,RECUSADO,3265.88,1,,
206,1,2023-02-09T15:00:00+00,PIX,COBRANCA,RECUSADO,991.04,1,,
207,1,2023-03-26T15:00:00+00,PIX,COBRANCA,RECUSADO,1548.74,1,,
208,1,2023-04-15T15:00:00+00,PIX,COBRANCA,RECUSADO,2356.90,1,,
209,1,2023-05-04T15:00:00+00,PIX,COBRANCA,RECUSADO,960.48,1,,
210,1,2023-06-21T15:00:00+00,PIX,COBRANCA,RECUSADO,2101.80,1,,
211,1,2023-07-10T15:00:00+00,PIX,COBRANCA,RECUSADO,1510.94,1,,
212,1,2023-08-27T15:00:00+00,PIX,COBRANCA,RECUSADO,1464.22,1,,
213,1,2023-09-16T15:00:00+00,PIX,COBRANCA,RECUSADO,1654.76,1,,
214,1,2023-10-05T15:00:00+00,PIX,COBRANCA,RECUSADO,421.12,1,,
215,1,2023-11-22T15:00:00+00,PIX,COBRANCA,RECUSADO,1274.74,1,,
216,1,2023-11-11T15:00:00+00,PIX,COBRANCA,RECUSADO,1655.46,1,,
217,1,2023-12-28T15:00:00+00,PIX,COBRANCA,RECUSADO,796.08,1,,
218,1,2023-01-17T15:00:00+00,PIX,COBRANCA,RECUSADO,1773.00,1,,
219,1,2023-02-06T15:00:00+00,PIX,COBRANCA,RECUSADO,491.66,1,,
220,1,2023-03-23T15:00:00+00,PIX,COBRANCA,RECUSADO,784.70,1,,
221,1,2023-04-12T15:00:00+00,PIX,COBRANCA,RECUSADO,1213.48,1,,
222,1,2023-05-29T15:00:00+00,PIX,COBRANCA,RECUSADO,418.49,1,,
223,1,2023-06-18T15:00:00+00,PIX,COBRANCA,RECUSADO,904.38,1,,
224,1,2023-07-07T15:00:00+00,PIX,COBRANCA,RECUSADO,1010.85,1,,
225,1,2023-08-24T15:00:00+00,PIX,COBRANCA,RECUSADO,679.05,1,,
226,1,2023-09-13T15:00:00+00,PIX,COBRANCA,RECUSADO,1335.49,1,,
227,1,2023-10-02T15:00:00+00,PIX,COBRANCA,RECUSADO,692.21,1,,
228,1,2023-11-19T15:00:00+00,PIX,COBRANCA,RECUSADO,924.70,1,,
229,1,2023-11-08T15:00:00+00,PIX,COBRANCA,RECUSADO,1877.49,1,,
230,1,2023-12-25T15:00:00+00,PIX,COBRANCA,RECUSADO,576.21,1,,
231,1,2023-01-14T15:00:00+00,PIX,COBRANCA,RECUSADO,1378.02,1,,
232,1,2023-02-03T15:00:00+00,PIX,COBRANCA,RECUSADO,1422.65,1,,
233,1,2023-03-20T15:00:00+00,PIX,COBRANCA,RECUSADO,846.42,1,,
234,1,2023-04-09T15:00:00+00,PIX,COBRANCA,RECUSADO,2189.48,1,,
235,1,2023-05-26T15:00:00+00,PIX,COBRANCA,RECUSADO,1215.02,1,,
236,1,2023-06-15T15:00:00+00,PIX,COBRANCA,RECUSADO,1573.82,1,,
237,1,2023-07-04T15:00:00+00,PIX,COBRANCA,RECUSADO,2805.56,1,,
238,1,2023-08-21T15:00:00+00,PIX,COBRANCA,RECUSADO,859.52,1,,
239,1,2023-09-10T15:00:00+00,PIX,COBRANCA,RECUSADO,2140.58,1,,
240,1,2023-10-27T15:00:00+00,PIX,COBRANCA,RECUSADO,2159.62,1,,
241,1,2023-11-16T15:00:00+00,PIX,COBRANCA,RECUSADO,1376.96,1,,
242,1,2023-11-05T15:00:00+00,PIX,COBRANCA,RECUSADO,2781.32,1,,
243,1,2023-12-22T15:00:00+00,PIX,COBRANCA,RECUSADO,1576.70,1,,
244,1,2023-01-11T15:00:00+00,PIX,COBRANCA,RECUSADO,1968.38,1,,
245,1,2023-02-28T15:00:00+00,PIX,COBRANCA,RECUSADO,2268.52,1,,
246,1,2023-03-17T15:00:00+00,PIX,COBRANCA,RECUSADO,596.48,1,,
247,1,2023-04-06T15:00:00+00,PIX,COBRANCA,RECUSADO,1713.14,1,,
248,1,2023-05-23T15:00:00+00,PIX,COBRANCA,RECUSADO,2532.26,1,,
249,1,2023-06-12T15:00:00+00,PIX,COBRANCA,RECUSADO,1059.12,1,,
250,1,2023-07-29T15:00:00+00,PIX,COBRANCA,RECUSADO,1378.44,1,,
251,1,2023-08-18T15:00:00+00,PIX,COBRANCA,RECUSADO,1478.06,1,,
252,1,2023-09-07T15:00:00+00,PIX,COBRANCA,RECUSADO,981.98,1,,
253,1,2023-10-24T15:00:00+00,PIX,COBRANCA,RECUSADO,1884.92,1,,
254,1,2023-11-13T15:00:00+00,PIX,COBRANCA,RECUSADO,454.90,1,,
255,1,2023-11-02T15:00:00+00,PIX,COBRANCA,RECUSADO,1206.04,1,,
256,1,2023-12-19T15:00:00+00,PIX,COBRANCA,RECUSADO,650.79,1,,
257,1,2023-01-08T15:00:00+00,PIX,COBRANCA,RECUSADO,527.06,1,,
258,1,2023-02-25T15:00:00+00,PIX,COBRANCA,RECUSADO,942.12,1,,
259,1,2023-03-14T15:00:00+00,PIX,COBRANCA,RECUSADO,559.91,1,,
260,1,2023-04-03T15:00:00+00,PIX,COBRANCA,RECUSADO,790.39,1,,
261,1,2023-05-20T15:00:00+00,PIX,COBRANCA,RECUSADO,1382.72,1,,
262,1,2023-06-09T15:00:00+00,PIX,COBRANCA,RECUSADO,477.14,1,,
263,1,2023-07-26T15:00:00+00,PIX,COBRANCA,RECUSADO,1034.78,1,,
264,1,2023-08-15T15:00:00+00,PIX,COBRANCA,RECUSADO,1171.91,1,,
265,1,2023-09-04T15:00:00+00,PIX,COBRANCA,RECUSADO,762.89,1,,
266,1,2023-10-21T15:00:00+00,PIX,COBRANCA,RECUSADO,1502.10,1,,
267,1,2023-11-10T15:00:00+00,PIX,COBRANCA,RECUSADO,818.06,1,,
268,1,2023-11-27T15:00:00+00,PIX,COBRANCA,RECUSADO,1310.78,1,,
269,1,2023-12-16T15:00:00+00,PIX,COBRANCA,RECUSADO,2345.24,1,,
270,1,2023-01-05T15:00:00+00,PIX,COBRANCA,RECUSADO,728.00,1,,
271,1,2023-02-22T15:00:00+00,PIX,COBRANCA,RECUSADO,1811.78,1,,
272,1,2023-03-11T15:00:00+00,PIX,COBRANCA,RECUSADO,1808.90,1,,
273,1,2023-04-28T15:00:00+00,PIX,COBRANCA,RECUSADO,1179.68,1,,
274,1,2023-05-17T15:00:00+00,PIX,COBRANCA,RECUSADO,2386.76,1,,
275,1,2023-06-06T15:00:00+00,PIX,COBRANCA,RECUSADO,1335.58,1,,
276,1,2023-07-23T15:00:00+00,PIX,COBRANCA,RECUSADO,1705.34,1,,
277,1,2023-08-12T15:00:00+00,PIX,COBRANCA,RECUSADO,3035.72,1,,
278,1,2023-09-29T15:00:00+00,PIX,COBRANCA,RECUSADO,925.28,1,,
279,1,2023-10-18T15:00:00+00,PIX,COBRANCA,RECUSADO,2304.98,1,,
280,1,2023-11-07T15:00:00+00,PIX,COBRANCA,RECUSADO,2334.98,1,,
281,1,2023-11-24T15:00:00+00,PIX,COBRANCA,RECUSADO,1475.60,1,,
282,1,2023-12-13T15:00:00+00,PIX,COBRANCA,RECUSADO,1904.52,1,,
283,1,2023-01-02T15:00:00+00,PIX,COBRANCA,RECUSADO,1390.38,1,,
284,1,2023-02-19T15:00:00+00,PIX,COBRANCA,RECUSADO,1332.70,1,,
285,1,2023-03-08T15:00:00+00,PIX,COBRANCA,RECUSADO,2498.68,1,,
286,1,2023-04-25T15:00:00+00,PIX,COBRANCA,RECUSADO,662.24,1,,
287,1,2023-05-14T15:00:00+00,PIX,COBRANCA,RECUSADO,1877.54,1,,
288,1,2023-06-03T15:00:00+00,PIX,COBRANCA,RECUSADO,1238.78,1,,
289,1,2023-07-20T15:00:00+00,PIX,COBRANCA,RECUSADO,632.28,1,,
290,1,2023-08-09T15:00:00+00,PIX,COBRANCA,RECUSADO,1316.83,1,,
291,1,2023-09-26T15:00:00+00,PIX,COBRANCA,RECUSADO,1422.58,1,,
292,1,2023-10-15T15:00:00+00,PIX,COBRANCA,RECUSADO,931.01,1,,
293,1,2023-11-04T15:00:00+00,PIX,COBRANCA,RECUSADO,933.89,1,,
294,1,2023-11-21T15:00:00+00,PIX,COBRANCA,RECUSADO,348.79,1,,
295,1,2023-12-10T15:00:00+00,PIX,COBRANCA,RECUSADO,853.74,1,,
296,1,2023-01-27T15:00:00+00,PIX,COBRANCA,RECUSADO,803.14,1,,
297,1,2023-02-16T15:00:00+00,PIX,COBRANCA,RECUSADO,614.21,1,,
298,1,2023-03-05T15:00:00+00,PIX,COBRANCA,RECUSADO,1098.88,1,,
299,1,2023-04-22T15:00:00+00,PIX,COBRANCA,RECUSADO,671.67,1,,
300,1,2023-05-11T15:00:00+00,PIX,COBRANCA,RECUSADO,928.28,1,,
301,1,2023-06-28T15:00:00+00,PIX,COBRANCA,RECUSADO,1884.92,1,,
302,1,2023-07-17T15:00:00+00,PIX,COBRANCA,RECUSADO,596.48,1,,
303,1,2023-08-06T15:00:00+00,PIX,COBRANCA,RECUSADO,1482.98,1,,
